token,freq_total,n_derecha,n_izquierda,prop_derecha,feenberg_dominante,prop_instrumentalismo,prop_determinismo,prop_sustantivismo,prop_teoria_critica,construccion_dominante,narrativa_dominante,prop_instr_narrativa,prop_det_optimista,prop_det_pesimista,prop_solucionismo,prop_tecnopoder,dominio_dominante
sernac,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,ciencia_innovacion
servicio,26,9,17,0.34615384615384615,INSTRUMENTALISMO,0.9230769230769231,0,0,0.07692307692307693,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.15384615384615385,0.15384615384615385,0,0.6923076923076923,0,telecomunicaciones
servicios,41,16,25,0.3902439024390244,INSTRUMENTALISMO,0.9512195121951219,0.04878048780487805,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.04878048780487805,0.1951219512195122,0,0.7560975609756098,0,economia
severas,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
severidad,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
sexenio,2,0,2,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,educacion
sexto,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,agricultura
sexuales,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,telecomunicaciones
señalan,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
señalar,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
señalé,4,0,4,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,telecomunicaciones
señoras,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,agricultura
sic,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,energia
siderúrgica,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,industria
siempre,7,3,4,0.42857142857142855,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.42857142857142855,0,0.5714285714285714,0,economia
sienten,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
siete,4,2,2,0.5,INSTRUMENTALISMO,0.75,0.25,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0.25,0,0.25,0,economia
sigan,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,educacion
siglo,12,4,8,0.3333333333333333,INSTRUMENTALISMO,0.6666666666666666,0.16666666666666666,0,0.16666666666666666,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.4166666666666667,0,0.5833333333333334,0,educacion
siglos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
significa,14,7,7,0.5,INSTRUMENTALISMO,0.9285714285714286,0.07142857142857142,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.07142857142857142,0.42857142857142855,0,0.5,0,economia
significado,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
significan,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
significar,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,telecomunicaciones
significará,4,2,2,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,ciencia_innovacion
significarán,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
significativa,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,NA
significativamente,5,1,4,0.2,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.4,0.2,0,0.4,0,economia
significativo,4,2,2,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,ciencia_innovacion
significativos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
significó,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,ciencia_innovacion
signifique,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,economia
sigue,2,0,2,0,INSTRUMENTALISMO,0.5,0,0,0.5,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.5,0,0,0.5,0,ciencia_innovacion
siguen,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
siguiera,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,NA
siguió,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,telecomunicaciones
silicon,2,0,2,0,DETERMINISMO TECNOLÓGICO,0.5,0.5,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
simce,4,4,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.25,0,0.75,0,educacion
similar,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
similares,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,economia
simple,3,3,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.6666666666666666,0,0.3333333333333333,0,telecomunicaciones
simplemente,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
simpleza,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
simplificación,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
simplificará,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,ciencia_innovacion
simulacros,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
simultáneamente,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
sincicial,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
sindicatos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,industria
sing,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,energia
siniestros,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,agricultura
sinn,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,telecomunicaciones
sino,18,9,9,0.5,INSTRUMENTALISMO,0.9444444444444444,0,0,0.05555555555555555,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.1111111111111111,0.1111111111111111,0,0.7777777777777778,0,economia
sinónimo,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,agricultura
sirven,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
sismología,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
sismógrafos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
sistema,58,27,31,0.46551724137931033,INSTRUMENTALISMO,0.896551724137931,0.017241379310344827,0,0.08620689655172414,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.034482758620689655,0.1896551724137931,0.034482758620689655,0.7413793103448276,0,educacion
sistemas,14,7,7,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.07142857142857142,0.07142857142857142,0,0.8571428571428571,0,agricultura
sistemático,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
sistémico,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,salud
sitial,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
situación,5,2,3,0.4,TEORÍA CRÍTICA,0.4,0,0,0.6,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.8,0,0,0.2,0,telecomunicaciones
sitúa,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
sl'ti,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
smc,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,general
soberanía,3,1,2,0.3333333333333333,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
soborno,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
sobr,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
social,18,4,14,0.2222222222222222,INSTRUMENTALISMO,0.9444444444444444,0.05555555555555555,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.16666666666666666,0.3333333333333333,0,0.5,0,economia
sociales,5,1,4,0.2,INSTRUMENTALISMO,0.6,0,0,0.4,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.2,0.2,0,0.4,0.2,economia
socialmente,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
sociedad,33,27,6,0.8181818181818182,INSTRUMENTALISMO,0.9696969696969697,0.030303030303030304,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.030303030303030304,0.36363636363636365,0,0.6060606060606061,0,educacion
sociedades,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
socios,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
sofisticación,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,industria
sofisticada,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,general
software,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
sol,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0,1,0,0,0,NA
sola,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
solamente,6,5,1,0.8333333333333334,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
solar,11,1,10,0.09090909090909091,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.2727272727272727,0,0,0.7272727272727273,0,energia
solidaria,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
solidarias,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,agricultura
solidaridad,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
solidario,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,salud
solo,11,6,5,0.5454545454545454,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.09090909090909091,0.36363636363636365,0,0.5454545454545454,0,ciencia_innovacion
solos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
soluciones,5,2,3,0.4,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.2,0,0.8,0,ciencia_innovacion
sombreros,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,economia
someterse,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,NA
sostendré,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,energia
sostenedores,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
sostenible,6,0,6,0,INSTRUMENTALISMO,0.8333333333333334,0,0,0.16666666666666666,NINGUNO,SOLUCIONISMO,0.16666666666666666,0.16666666666666666,0,0.6666666666666666,0,ciencia_innovacion
sostenida,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,NA
sostenidamente,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
sostenido,4,1,3,0.25,INSTRUMENTALISMO,0.5,0,0,0.5,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.75,0,0,0.25,0,ciencia_innovacion
sostenían,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
sostienen,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
soñar,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,general
startup,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,economia
stop,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,seguridad
subdesarrollado,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
subir,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
subirnos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,educacion
subirse,2,2,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
subirá,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
submarino,6,4,2,0.6666666666666666,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,0.5,0,0.5,0,telecomunicaciones
submarinos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
subsecretaria,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
subsecretaría,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
subsidiaremos,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
subsidios,3,1,2,0.3333333333333333,INSTRUMENTALISMO,1,0,0,0,NINGUNO,DETERMINISMO OPTIMISTA,0.3333333333333333,0.6666666666666666,0,0,0,agricultura
subterráneo,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
suburbanos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,NINGUNO,INSTRUMENTALISMO,1,0,0,0,0,NA
subvencionadas,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
subvencionados,2,0,2,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
subvenciones,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
subvención,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
sucede,1,0,1,0,TEORÍA CRÍTICA,0,0,0,1,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,educacion
sucursales,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,telecomunicaciones
sudeste,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,economia
sueldo,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
suelos,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,agricultura
sueño,2,0,2,0,DETERMINISMO TECNOLÓGICO,0.5,0.5,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
sueños,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
suficiente,3,0,3,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.3333333333333333,0,0,0.6666666666666666,0,salud
suficientes,3,1,2,0.3333333333333333,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
sufran,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
sufrido,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
sugerir,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
sujetos,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
suma,3,0,3,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.3333333333333333,0,0.6666666666666666,0,educacion
sumado,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
suman,4,1,3,0.25,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,educacion
sumando,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
sumaremos,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,general
suministro,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLITICA,SOLUCIONISMO,0,0,0,1,0,NA
superación,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,economia
superar,3,1,2,0.3333333333333333,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
supercómputo,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,ciencia_innovacion
superficiales,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,agricultura
superficie,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
superintendencia,2,1,1,0.5,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,telecomunicaciones
superior,7,1,6,0.14285714285714285,INSTRUMENTALISMO,0.8571428571428571,0.14285714285714285,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0.14285714285714285,0.42857142857142855,0,0.42857142857142855,0,ciencia_innovacion
supermercados,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
supone,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,ciencia_innovacion
supuesto,3,1,2,0.3333333333333333,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0.3333333333333333,0,0.6666666666666666,0,ciencia_innovacion
sur,18,4,14,0.2222222222222222,INSTRUMENTALISMO,0.8888888888888888,0.1111111111111111,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0.2222222222222222,0.3333333333333333,0,0.4444444444444444,0,telecomunicaciones
surfistas,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,educacion
surgimiento,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
surgir,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,ciencia_innovacion
surja,1,0,1,0,DETERMINISMO TECNOLÓGICO,0,1,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,economia
sustancial,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,economia
sustancialmente,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,1,0,0,0,0,agricultura
sustantiva,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,DETERMINISMO OPTIMISTA,0,1,0,0,0,industria
sustentabilidad,1,1,0,1,INSTRUMENTALISMO,1,0,0,0,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,infraestructura
sustentable,7,1,6,0.14285714285714285,INSTRUMENTALISMO,0.7142857142857143,0,0,0.2857142857142857,ARTEFACTOS COMO POLÍTICA,INSTRUMENTALISMO,0.42857142857142855,0.14285714285714285,0,0.42857142857142855,0,medio_ambiente
sustentables,2,1,1,0.5,INSTRUMENTALISMO,0.5,0,0,0.5,ARTEFACTOS COMO POLÍTICA,SOLUCIONISMO,0,0,0,1,0,energia
sustitución,1,0,1,0,INSTRUMENTALISMO,1,0,0,0,NINGUNO,SOLUCIONISMO,0,0,0,1,0,energia
